name	label
train/audio/1447/2532/1447_2532_000082.wav	0
train/audio/1595/3627/1595_3627_001475.wav	2
train/audio/1595/2012/1595_2012_000623.wav	1
train/audio/4998/5568/4998_5568_000071.wav	0
train/audio/6299/5281/6299_5281_000151.wav	0
train/audio/4974/5281/4974_5281_000102.wav	0
train/audio/6807/7050/6807_7050_000651.wav	0
train/audio/7440/6815/7440_6815_000143.wav	0
train/audio/4649/3829/4649_3829_000802.wav	0
train/audio/1989/4918/1989_4918_000163.wav	0
train/audio/5010/4125/5010_4125_000027.wav	0
train/audio/7405/6589/7405_6589_000092.wav	0
train/audio/1595/1245/1595_1245_000061.wav	0
train/audio/4998/5862/4998_5862_000393.wav	2
train/audio/7230/6241/7230_6241_000028.wav	1
train/audio/4974/3829/4974_3829_000258.wav	0
train/audio/4974/6589/4974_6589_000009.wav	0
train/audio/6348/5411/6348_5411_000273.wav	1
train/audio/2033/1596/2033_1596_000389.wav	0
train/audio/8828/8842/8828_8842_000071.wav	1
train/audio/4974/3829/4974_3829_000782.wav	2
train/audio/6348/5411/6348_5411_000204.wav	0
train/audio/9185/10011/9185_10011_000082.wav	2
train/audio/8842/8610/8842_8610_000107.wav	0
train/audio/8828/8610/8828_8610_000466.wav	0
train/audio/1595/3311/1595_3311_000478.wav	0
train/audio/1595/5071/1595_5071_000037.wav	1
train/audio/4998/6241/4998_6241_000175.wav	0
train/audio/659/656/659_656_000577.wav	0
train/audio/10446/10415/10446_10415_000845.wav	2
train/audio/5010/4125/5010_4125_000049.wav	0
train/audio/4998/7270/4998_7270_000100.wav	0
train/audio/4998/5568/4998_5568_000066.wav	0
train/audio/1989/4918/1989_4918_000735.wav	0
train/audio/659/656/659_656_000218.wav	0
train/audio/659/2012/659_2012_000031.wav	1
train/audio/10842/10011/10842_10011_000034.wav	0
train/audio/8181/7270/8181_7270_000179.wav	0
train/audio/1595/1245/1595_1245_000335.wav	2
train/audio/4974/6241/4974_6241_000220.wav	0
train/audio/9185/10011/9185_10011_000074.wav	0
train/audio/1595/3311/1595_3311_000110.wav	0
train/audio/6001/10011/6001_10011_000412.wav	0
train/audio/7440/6815/7440_6815_000141.wav	0
train/audio/5421/5281/5421_5281_000154.wav	0
train/audio/6807/7050/6807_7050_001123.wav	0
train/audio/2033/1596/2033_1596_002430.wav	0
train/audio/1595/3627/1595_3627_000437.wav	0
train/audio/1989/1590/1989_1590_000251.wav	0
train/audio/1725/1371/1725_1371_000023.wav	2
train/audio/1595/3627/1595_3627_000725.wav	0
train/audio/10446/10415/10446_10415_000080.wav	0
train/audio/1725/1322/1725_1322_000021.wav	0
train/audio/4649/3829/4649_3829_001739.wav	0
train/audio/659/2012/659_2012_000032.wav	2
train/audio/12428/8906/12428_8906_000055.wav	2
train/audio/4974/6589/4974_6589_000053.wav	2
train/audio/4974/3829/4974_3829_000682.wav	0
train/audio/1725/1370/1725_1370_000085.wav	0
train/audio/4998/6241/4998_6241_000075.wav	0
train/audio/13092/11418/13092_11418_000021.wav	0
train/audio/1595/3311/1595_3311_001332.wav	0
train/audio/10446/10415/10446_10415_001590.wav	0
train/audio/8181/8610/8181_8610_000043.wav	0
train/audio/4998/11418/4998_11418_000543.wav	0
train/audio/6348/5568/6348_5568_000105.wav	0
train/audio/8842/8610/8842_8610_000009.wav	1
train/audio/4974/9875/4974_9875_000657.wav	1
train/audio/1595/5616/1595_5616_000872.wav	0
train/audio/4998/10011/4998_10011_000075.wav	0
train/audio/4649/3829/4649_3829_000469.wav	0
train/audio/1595/3627/1595_3627_000554.wav	0
train/audio/9772/10624/9772_10624_000132.wav	0
train/audio/1725/1425/1725_1425_000101.wav	0
train/audio/6001/10011/6001_10011_000124.wav	0
train/audio/1595/3311/1595_3311_000915.wav	2
train/audio/4974/5281/4974_5281_000119.wav	0
train/audio/1989/7240/1989_7240_000524.wav	1
train/audio/1989/7240/1989_7240_000913.wav	2
train/audio/1595/2012/1595_2012_001409.wav	2
train/audio/6348/5862/6348_5862_000056.wav	0
train/audio/5421/5281/5421_5281_000069.wav	0
train/audio/6807/5862/6807_5862_000272.wav	0
train/audio/4998/3829/4998_3829_000602.wav	0
train/audio/4974/5862/4974_5862_000148.wav	0
train/audio/4974/6241/4974_6241_000499.wav	0
train/audio/2019/1577/2019_1577_001334.wav	0
train/audio/1595/3627/1595_3627_001184.wav	0
train/audio/4998/11418/4998_11418_000678.wav	0
train/audio/4998/6815/4998_6815_000120.wav	0
train/audio/10446/10415/10446_10415_000389.wav	0
train/audio/2019/3594/2019_3594_000190.wav	0
train/audio/1595/4194/1595_4194_000499.wav	0
train/audio/4974/9875/4974_9875_000341.wav	0
train/audio/1595/2012/1595_2012_001083.wav	1
train/audio/6807/7720/6807_7720_000266.wav	0
train/audio/7440/6815/7440_6815_000115.wav	2
train/audio/5010/4125/5010_4125_000091.wav	0
train/audio/1595/3627/1595_3627_001236.wav	0
train/audio/9772/10624/9772_10624_000324.wav	0
