name	label
train/audio/4536/5356/4536_5356_002662.wav	0
train/audio/252/3469/252_3469_000017.wav	0
train/audio/4536/3771/4536_3771_000169.wav	0
train/audio/6507/5821/6507_5821_000053-0001.wav	0
train/audio/2037/2034/2037_2034_001093-0001.wav	1
train/audio/2422/4690/2422_4690_000157-0002.wav	1
train/audio/3503/3234/3503_3234_000646-0001.wav	2
train/audio/11927/13034/11927_13034_000028-0003.wav	0
train/audio/5753/10524/5753_10524_000568-0001.wav	1
train/audio/5753/10524/5753_10524_000568-0004.wav	1
train/audio/9639/9388/9639_9388_002454-0001.wav	0
train/audio/2422/4750/2422_4750_000791-0001.wav	1
train/audio/2422/4750/2422_4750_000791-0002.wav	1
train/audio/2422/2540/2422_2540_003647-0001.wav	1
train/audio/2037/8270/2037_8270_000131-0003.wav	1
train/audio/5424/2866/5424_2866_000137-0003.wav	0
train/audio/2037/5620/2037_5620_000227-0002.wav	0
train/audio/4542/2098/4542_2098_000282-0001.wav	2
train/audio/4542/2098/4542_2098_000282-0002.wav	1
train/audio/10148/13867/10148_13867_001783-0002.wav	0
train/audio/2422/4998/2422_4998_001089-0001.wav	1
train/audio/2602/2620/2602_2620_000113-0001.wav	0
train/audio/2422/2151/2422_2151_000425-0002.wav	2
train/audio/4536/3771/4536_3771_006194-0002.wav	1
train/audio/2037/6264/2037_6264_000072-0002.wav	2
train/audio/3885/7100/3885_7100_000010-0002.wav	2
train/audio/2422/4598/2422_4598_001066-0002.wav	1
train/audio/3503/2431/3503_2431_000219-0001.wav	1
train/audio/3503/2431/3503_2431_000219-0002.wav	1
train/audio/3503/2952/3503_2952_000290-0001.wav	0
train/audio/9565/9387/9565_9387_000032-0001.wav	2
train/audio/2422/4690/2422_4690_000814-0002.wav	0
train/audio/4174/6535/4174_6535_000190-0001.wav	1
train/audio/6507/8497/6507_8497_003450-0001.wav	0
train/audio/9565/10506/9565_10506_000083-0002.wav	1
train/audio/5055/4654/5055_4654_000483-0001.wav	0
train/audio/10148/11442/10148_11442_001122-0001.wav	1
train/audio/5324/3957/5324_3957_000495-0003.wav	1
train/audio/5753/12234/5753_12234_000465-0002.wav	2
train/audio/5055/8305/5055_8305_000575-0001.wav	2
train/audio/8470/8114/8470_8114_000131-0003.wav	0
train/audio/9132/11672/9132_11672_000318-0002.wav	1
train/audio/9132/11672/9132_11672_000318-0004.wav	0
train/audio/3990/3649/3990_3649_000392-0001.wav	0
train/audio/8470/8192/8470_8192_000622-0002.wav	1
train/audio/5055/4352/5055_4352_000518-0002.wav	1
train/audio/12415/13516/12415_13516_000401-0001.wav	2
train/audio/7328/6849/7328_6849_000680-0001.wav	0
train/audio/4536/3771/4536_3771_003283-0002.wav	1
train/audio/5324/3957/5324_3957_000574-0002.wav	0
train/audio/3885/7100/3885_7100_000081-0001.wav	1
train/audio/3885/7100/3885_7100_000081-0003.wav	0
train/audio/4536/8848/4536_8848_000439-0001.wav	0
train/audio/3503/4037/3503_4037_000424-0004.wav	2
train/audio/2422/3221/2422_3221_001805-0002.wav	0
train/audio/10148/10349/10148_10349_002582-0002.wav	2
train/audio/6507/8824/6507_8824_000903-0003.wav	2
train/audio/6507/8824/6507_8824_000903-0004.wav	0
train/audio/1649/869/1649_869_000158-0001.wav	2
train/audio/1649/869/1649_869_000158-0002.wav	0
train/audio/5055/5256/5055_5256_000139-0003.wav	0
train/audio/5055/5256/5055_5256_000139-0004.wav	0
train/audio/3885/6882/3885_6882_000016-0001.wav	2
train/audio/3885/6882/3885_6882_000016-0002.wav	2
train/audio/9132/11672/9132_11672_000860-0001.wav	2
train/audio/12275/12510/12275_12510_000246-0003.wav	1
train/audio/9565/9808/9565_9808_000003-0001.wav	0
train/audio/9565/9808/9565_9808_000003-0002.wav	2
train/audio/9565/9808/9565_9808_000003-0003.wav	2
train/audio/10148/10349/10148_10349_004038-0002.wav	0
train/audio/4536/7810/4536_7810_005182-0004.wav	0
train/audio/11927/12408/11927_12408_002053-0001.wav	0
train/audio/12275/12510/12275_12510_000063-0001.wav	1
train/audio/2422/2117/2422_2117_002392-0001.wav	0
train/audio/9565/9808/9565_9808_004599-0002.wav	1
train/audio/989/1614/989_1614_000004-0001.wav	2
train/audio/989/1614/989_1614_000004-0002.wav	2
train/audio/9565/9808/9565_9808_000885-0001.wav	0
train/audio/9565/9808/9565_9808_000885-0002.wav	1
train/audio/12275/12510/12275_12510_000093-0002.wav	2
train/audio/10148/11805/10148_11805_000026-0001.wav	1
train/audio/4536/4200/4536_4200_000789-0001.wav	2
train/audio/3503/2872/3503_2872_000597-0002.wav	2
train/audio/9565/9808/9565_9808_000078-0001.wav	0
train/audio/2602/2250/2602_2250_000913-0002.wav	0
train/audio/11927/12408/11927_12408_001136-0001.wav	0
train/audio/10148/10349/10148_10349_001671-0001.wav	1
train/audio/3503/3234/3503_3234_000337-0001.wav	0
train/audio/4536/5356/4536_5356_003642-0001.wav	0
train/audio/4536/4666/4536_4666_000794-0001.wav	2
train/audio/4536/4666/4536_4666_000794-0002.wav	0
train/audio/2422/2622/2422_2622_006882-0001.wav	0
train/audio/5753/10524/5753_10524_001414-0001.wav	0
train/audio/5753/10524/5753_10524_001414-0004.wav	1
train/audio/5055/7191/5055_7191_000176-0001.wav	0
train/audio/2422/4828/2422_4828_003343-0002.wav	2
train/audio/4174/4852/4174_4852_000278-0001.wav	1
train/audio/5055/8428/5055_8428_000006-0002.wav	1
train/audio/8470/8192/8470_8192_002086-0002.wav	2
train/audio/4536/6445/4536_6445_001010-0002.wav	0
train/audio/9639/8674/9639_8674_000016-0001.wav	0
train/audio/5424/8359/5424_8359_000008-0001.wav	0
train/audio/2422/2273/2422_2273_002506-0002.wav	0
train/audio/5753/10524/5753_10524_002855-0001.wav	2
train/audio/5753/10524/5753_10524_002855-0002.wav	2
train/audio/5753/10524/5753_10524_002855-0004.wav	2
train/audio/5753/12234/5753_12234_000115-0002.wav	1
train/audio/5753/12234/5753_12234_000115-0004.wav	0
train/audio/6507/8467/6507_8467_000608-0002.wav	0
train/audio/8337/9598/8337_9598_001671-0001.wav	1
train/audio/8337/9598/8337_9598_001671-0003.wav	2
train/audio/6507/8497/6507_8497_003160-0002.wav	0
train/audio/10148/13867/10148_13867_002547-0003.wav	0
train/audio/6507/8467/6507_8467_000145-0001.wav	0
train/audio/6507/8467/6507_8467_000145-0002.wav	0
train/audio/4542/2098/4542_2098_000934-0002.wav	0
train/audio/5753/10524/5753_10524_002938-0001.wav	0
train/audio/5753/10524/5753_10524_002938-0002.wav	0
train/audio/3503/3619/3503_3619_000383-0001.wav	2
train/audio/2037/2360/2037_2360_000223-0001.wav	2
train/audio/9132/11672/9132_11672_000111-0002.wav	1
train/audio/9132/11672/9132_11672_000111-0003.wav	2
train/audio/3503/3619/3503_3619_001195-0002.wav	1
train/audio/2422/2273/2422_2273_006427-0001.wav	0
train/audio/2422/3121/2422_3121_009083-0002.wav	1
train/audio/4536/8848/4536_8848_001449-0001.wav	0
train/audio/4536/8848/4536_8848_001449-0002.wav	0
train/audio/4536/8848/4536_8848_001449-0003.wav	0
train/audio/3503/3619/3503_3619_000443-0002.wav	1
train/audio/2037/6264/2037_6264_000023-0001.wav	2
train/audio/2037/6264/2037_6264_000023-0002.wav	1
train/audio/5055/8428/5055_8428_001562-0001.wav	1
train/audio/2422/2540/2422_2540_002960-0002.wav	1
train/audio/9565/10506/9565_10506_004853-0001.wav	2
train/audio/2422/2540/2422_2540_000813-0002.wav	1
train/audio/12899/4021/12899_4021_000632-0004.wav	0
train/audio/4463/3619/4463_3619_000024-0002.wav	1
train/audio/4463/3619/4463_3619_000024-0003.wav	1
train/audio/4536/5357/4536_5357_000792-0001.wav	0
train/audio/2422/3221/2422_3221_002173-0001.wav	0
train/audio/2037/1892/2037_1892_000345-0001.wav	0
train/audio/2037/1892/2037_1892_000345-0002.wav	0
train/audio/5055/9182/5055_9182_000019-0002.wav	2
train/audio/5055/9182/5055_9182_000019-0005.wav	0
train/audio/12275/12510/12275_12510_000673-0001.wav	0
train/audio/9565/9537/9565_9537_002293-0001.wav	2
train/audio/9565/9537/9565_9537_002293-0003.wav	1
train/audio/5055/4852/5055_4852_000734-0001.wav	1
train/audio/5055/4852/5055_4852_000734-0004.wav	1
train/audio/5055/4852/5055_4852_000734-0005.wav	1
train/audio/6507/6932/6507_6932_000439-0001.wav	0
train/audio/5753/10524/5753_10524_003185-0001.wav	0
train/audio/19/3643/19_3643_000347-0001.wav	1
train/audio/19/3643/19_3643_000347-0002.wav	0
train/audio/2037/4536/2037_4536_000288-0001.wav	2
train/audio/5055/2620/5055_2620_000089-0002.wav	0
train/audio/2946/2570/2946_2570_000271-0002.wav	0
train/audio/3503/3234/3503_3234_000986-0001.wav	1
train/audio/2422/2540/2422_2540_004089-0001.wav	0
train/audio/10148/10349/10148_10349_005249-0001.wav	0
train/audio/10148/10349/10148_10349_005249-0002.wav	1
train/audio/9132/11672/9132_11672_001074-0001.wav	0
train/audio/2602/2620/2602_2620_000383-0002.wav	1
train/audio/4536/8904/4536_8904_003380-0001.wav	2
train/audio/9565/9808/9565_9808_005637-0003.wav	1
train/audio/5324/3957/5324_3957_000514-0001.wav	2
train/audio/9565/9808/9565_9808_001565-0001.wav	2
train/audio/9565/10506/9565_10506_004232-0001.wav	2
train/audio/10148/10349/10148_10349_000705-0001.wav	1
train/audio/2422/2540/2422_2540_005688-0002.wav	1
train/audio/4536/7810/4536_7810_002667-0001.wav	0
train/audio/7328/6849/7328_6849_000811-0001.wav	1
train/audio/6507/8497/6507_8497_002610-0001.wav	0
train/audio/2422/3121/2422_3121_003887-0001.wav	0
train/audio/9565/9537/9565_9537_003256-0001.wav	2
train/audio/5055/8428/5055_8428_001304-0003.wav	1
train/audio/2037/2034/2037_2034_000095-0001.wav	0
train/audio/4536/8904/4536_8904_004584-0001.wav	0
train/audio/5055/8305/5055_8305_000855-0001.wav	2
train/audio/4536/3771/4536_3771_004491-0002.wav	2
train/audio/3797/4213/3797_4213_000125-0001.wav	2
train/audio/9565/9808/9565_9808_002380-0001.wav	2
train/audio/9565/9808/9565_9808_002380-0002.wav	0
train/audio/9565/13024/9565_13024_000565-0001.wav	1
train/audio/8470/8321/8470_8321_000618-0001.wav	2
train/audio/2677/2124/2677_2124_000705-0001.wav	0
train/audio/2422/2540/2422_2540_005932-0001.wav	1
train/audio/2422/2540/2422_2540_005932-0002.wav	1
train/audio/2602/4852/2602_4852_000129-0001.wav	0
train/audio/2602/4852/2602_4852_000129-0002.wav	0
train/audio/4536/9215/4536_9215_000948-0001.wav	0
train/audio/4536/9215/4536_9215_000948-0003.wav	2
train/audio/10148/10349/10148_10349_009300-0001.wav	0
train/audio/10148/10349/10148_10349_009300-0002.wav	0
train/audio/6507/8497/6507_8497_000801-0001.wav	0
train/audio/6507/8497/6507_8497_000801-0002.wav	2
train/audio/6507/8497/6507_8497_000801-0004.wav	1
train/audio/9639/9388/9639_9388_002920-0003.wav	0
train/audio/12899/14593/12899_14593_000081-0001.wav	0
train/audio/2037/1882/2037_1882_000135-0001.wav	1
train/audio/4174/9199/4174_9199_000392-0001.wav	0
train/audio/2422/3059/2422_3059_000639-0001.wav	0
train/audio/5753/12234/5753_12234_000796-0003.wav	1
train/audio/5753/12234/5753_12234_000796-0004.wav	1
train/audio/2602/2186/2602_2186_000540-0001.wav	0
train/audio/2037/6847/2037_6847_000059-0001.wav	1
train/audio/9565/10506/9565_10506_000496-0001.wav	0
train/audio/9565/10506/9565_10506_000496-0002.wav	2
train/audio/7328/6849/7328_6849_000983-0002.wav	0
train/audio/3885/8538/3885_8538_000047-0001.wav	1
train/audio/4174/9199/4174_9199_000122-0001.wav	1
train/audio/9565/10506/9565_10506_001074-0001.wav	2
train/audio/9565/10506/9565_10506_001074-0004.wav	1
train/audio/2037/8623/2037_8623_000332-0003.wav	2
train/audio/6507/8497/6507_8497_000894-0001.wav	2
train/audio/4536/8904/4536_8904_003575-0001.wav	0
train/audio/4536/8904/4536_8904_003575-0002.wav	2
train/audio/5055/4852/5055_4852_000467-0003.wav	1
train/audio/5055/4852/5055_4852_000467-0004.wav	1
train/audio/2422/4715/2422_4715_000623-0002.wav	1
train/audio/6507/6932/6507_6932_000882-0002.wav	0
train/audio/252/3284/252_3284_001149-0002.wav	2
train/audio/252/3284/252_3284_001149-0003.wav	2
train/audio/2037/5217/2037_5217_000593-0001.wav	2
train/audio/2037/5217/2037_5217_000593-0003.wav	0
