name	label
train/audio/1840/5824/1840_5824_002486.wav	0
train/audio/1840/4878/1840_4878_003841.wav	0
train/audio/3060/2660/3060_2660_001275.wav	0
train/audio/1840/4878/1840_4878_002539.wav	0
train/audio/12501/11650/12501_11650_000236.wav	0
train/audio/7423/2928/7423_2928_001394-0001.wav	2
train/audio/1840/7340/1840_7340_002960-0001.wav	0
train/audio/7423/2928/7423_2928_001218-0004.wav	1
train/audio/1840/5824/1840_5824_003030-0001.wav	0
train/audio/1840/2634/1840_2634_002892-0001.wav	0
train/audio/1840/2634/1840_2634_002892-0002.wav	0
train/audio/1840/5824/1840_5824_001316-0001.wav	0
train/audio/1840/10379/1840_10379_000331-0002.wav	2
train/audio/1840/7340/1840_7340_001737-0002.wav	0
train/audio/1840/7340/1840_7340_001737-0003.wav	1
train/audio/1840/2830/1840_2830_000456-0001.wav	0
train/audio/7423/5508/7423_5508_000473-0001.wav	1
train/audio/7423/5508/7423_5508_000473-0002.wav	1
train/audio/7423/5508/7423_5508_000473-0003.wav	1
train/audio/3060/2660/3060_2660_002098-0002.wav	1
train/audio/1840/7340/1840_7340_004760-0001.wav	0
train/audio/12899/10625/12899_10625_001665-0001.wav	2
train/audio/1840/4878/1840_4878_002149-0002.wav	1
train/audio/1840/4878/1840_4878_002149-0003.wav	2
train/audio/1840/3660/1840_3660_001313-0001.wav	0
train/audio/12899/13862/12899_13862_001352-0001.wav	1
train/audio/12899/13862/12899_13862_001352-0002.wav	1
train/audio/1840/7340/1840_7340_005623-0002.wav	1
train/audio/7423/5508/7423_5508_000333-0001.wav	0
train/audio/7423/5508/7423_5508_000333-0002.wav	2
train/audio/1840/3660/1840_3660_004458-0001.wav	0
train/audio/1840/3660/1840_3660_004458-0002.wav	0
train/audio/3060/2660/3060_2660_001746-0001.wav	0
train/audio/3060/2660/3060_2660_001746-0002.wav	0
train/audio/1840/7340/1840_7340_000574-0001.wav	2
train/audio/1840/4991/1840_4991_000111-0002.wav	1
train/audio/12823/13528/12823_13528_000429-0001.wav	0
train/audio/12501/11650/12501_11650_000263-0002.wav	1
train/audio/1840/6610/1840_6610_003416-0001.wav	2
train/audio/1840/6610/1840_6610_003416-0002.wav	0
train/audio/12899/13862/12899_13862_001561-0003.wav	0
train/audio/1840/8843/1840_8843_001196-0002.wav	0
train/audio/1840/2513/1840_2513_000641-0001.wav	0
train/audio/12899/9961/12899_9961_000047-0001.wav	0
train/audio/1840/4878/1840_4878_003156-0001.wav	2
train/audio/1840/7340/1840_7340_003158-0001.wav	2
train/audio/1840/7340/1840_7340_003158-0003.wav	0
train/audio/1840/4878/1840_4878_005454-0003.wav	0
train/audio/7423/7016/7423_7016_000052-0002.wav	0
train/audio/7423/2928/7423_2928_000117-0001.wav	0
train/audio/7423/2928/7423_2928_000117-0002.wav	0
train/audio/1840/6610/1840_6610_000276-0001.wav	0
train/audio/1840/6610/1840_6610_000276-0002.wav	2
train/audio/12899/13862/12899_13862_001384-0001.wav	1
train/audio/7423/7705/7423_7705_000190-0001.wav	2
train/audio/3060/2548/3060_2548_000127-0002.wav	0
train/audio/3060/2548/3060_2548_000127-0003.wav	1
train/audio/3060/2548/3060_2548_000127-0004.wav	1
train/audio/12899/13862/12899_13862_000092-0001.wav	0
train/audio/7423/6767/7423_6767_001786-0001.wav	0
train/audio/7423/6767/7423_6767_001786-0002.wav	1
train/audio/1840/4141/1840_4141_003557-0001.wav	0
train/audio/12899/13862/12899_13862_001577-0001.wav	0
train/audio/1840/7340/1840_7340_005900-0001.wav	0
train/audio/1840/6610/1840_6610_005072-0001.wav	2
train/audio/7423/4991/7423_4991_000002-0001.wav	2
train/audio/12899/10625/12899_10625_001807-0001.wav	2
train/audio/7423/6767/7423_6767_001156-0002.wav	0
train/audio/1840/8323/1840_8323_001369-0001.wav	0
train/audio/7423/5508/7423_5508_000456-0001.wav	0
train/audio/12899/10625/12899_10625_000095-0004.wav	1
train/audio/12899/10625/12899_10625_001755-0003.wav	0
train/audio/1840/2634/1840_2634_000855-0001.wav	0
train/audio/1840/3660/1840_3660_004293-0001.wav	2
train/audio/1840/3660/1840_3660_003979-0001.wav	0
train/audio/7423/2928/7423_2928_001248-0001.wav	0
train/audio/7423/3138/7423_3138_001206-0004.wav	0
train/audio/12899/10625/12899_10625_001750-0002.wav	1
train/audio/12899/10625/12899_10625_001750-0003.wav	2
train/audio/1840/7340/1840_7340_002956-0001.wav	2
train/audio/1840/7340/1840_7340_002956-0004.wav	2
train/audio/1840/8843/1840_8843_004230-0001.wav	0
train/audio/1840/4141/1840_4141_000779-0002.wav	2
train/audio/1840/4141/1840_4141_003199-0001.wav	0
train/audio/3060/2660/3060_2660_001327-0001.wav	0
train/audio/9804/10527/9804_10527_000116-0001.wav	0
train/audio/5525/8734/5525_8734_000430-0001.wav	0
train/audio/1840/6610/1840_6610_002810-0001.wav	0
train/audio/6249/11031/6249_11031_001138-0002.wav	2
train/audio/1840/2634/1840_2634_001944-0002.wav	2
train/audio/1840/8843/1840_8843_003697-0002.wav	0
train/audio/1840/6193/1840_6193_004851-0002.wav	2
train/audio/1840/4878/1840_4878_000397-0001.wav	0
train/audio/1840/2830/1840_2830_002974-0001.wav	0
train/audio/1840/974/1840_974_002193-0001.wav	1
